index,Name of Project,Location,Source of Funds,% WT Actual,% WT Plan,Slippage,Contract Amount,No. of Days,Date Started,Target Date of Completion,Date Completed,Project Engineer,Implementor,Remarks,Report Date,Month,Year,Project Engineer/Site Engineer
2018-02-01,Const. of Senior Citizen Bldg. @ New Lambunao,Tantangan,CY 2017 20% LDF,80.43,44.99,35.44,1491447.02,90,1/11/18,4/17/18,,Z TUMALA,C.A. BETALAC CONST. & GEN. MDSE.,On-going,2018-02-01,February,2018,
2018-02-01,Concreting of Jct. Nhwy. New Ilo-ilo-Libas Road,Tantangan,CY 2017 20% LDF,86.35,78.03,8.32,14928976.74,150,9/14/17,3/27/18,,A BARRIENTOS,FREDEN CONSTRUCTION,On-going,2018-02-01,February,2018,
2018-02-01,Inst. Of Lined Canal along Jct. Nhwy. Tantangan-San Felipe-Tinongcop Road,Tantangan,CY 2017 20% LDF,100,100,0,820195.13,60,12/3/17,1/31/18,1/31/18,A BARRIENTOS,FH GOPITEO CONST. & SUPPLY,Completed,2018-02-01,February,2018,
2018-02-01,"Fencing of APP Center @ PVET, Brgy. Tinongcop",Tantangan,CY 2017 20% LDF,39.97,49.49,-9.52,4994185.24,90,12/20/17,3/19/18,,A BARRIENTOS,FH GOPITEO CONST. & SUPPLY,On-going,2018-02-01,February,2018,
2018-02-01,Rehabilitation of Albagan Road,Tampakan,,49.37,50.64,-1.27,5986721.47,100,9/26/17,2/2/18,,A BARRIENTOS,JAMI CONST. & SUPPLY,"Project suspended as of Jan. 15, 2017, due to unpassable road before project site.",2018-02-01,February,2018,
2018-02-01,Const. of Albagan Gym with Stage,Tampakan,CY 2017 20% LDF,52.1,50.31,1.79,4033389.66,140,11/28/17,4/16/18,,A BARRIENTOS,JAMI CONST. & SUPPLY,On-going,2018-02-01,February,2018,
2018-02-01,"Const. of Salway Box Culvert, Brgy. Tablu",Tampakan,9999-Non-Office 5% CF,16.17,26.72,-10.55,2987473.44,90,12/26/17,3/25/18,,A BARRIENTOS,MFN BUILDERS,On-going,2018-02-01,February,2018,
2018-02-01,"Const. of Day Care Center, Brgy. Poblacion",Tampakan,CY 2017 20% LDF,48.71,58.52,-9.81,1190000,60,12/19/17,2/16/18,,A BARRIENTOS,"ISULAN ECT CONST. & GEN. MDSE., INC.",On-going; Time Extension is on process.,2018-02-01,February,2018,
2018-02-01,"Improvement of Facilities @ Provincial Scion Grove, Nursery & Demo Farm: Const. of 800m Perimeter",Banga,CY 2017 20% LDF,90.91,100,-9.09,4935544.56,150,8/29/17,1/25/18,,MJ Dauz,TRIPLE Z MDSG. & ELECTRICAL SERVICES,On-going,2018-02-01,February,2018,
2018-02-01,"Establishment of Greenhouse for Organic Vegetables Production @ Provincial Grove, Nursery & Demo Farm, Sitio Pedregosa, Brgy. Reyes",Banga,CY 2017 20% LDF 8.7.1.2,75.58,100,-24.42,264308.97,40,9/28/17,11/6/17,,MJ Dauz,TRIPLE Z MDSG. & ELECTRICAL SERVICES,On-going,2018-02-01,February,2018,
2018-02-01,"Establishment of Nursery for Organic Vegetables Production @ Provincial Grove, Nursery & Demo Farm, Sitio Pedregosa, Brgy. Reyes",Banga,CY 2017 20% LDF 8.7.1.1,77.05,100,-22.95,288485.65,40,9/28/17,11/6/17,,MJ Dauz,TRIPLE Z MDSG. & ELECTRICAL SERVICES,On-going,2018-02-01,February,2018,
2018-02-01,Inst. Of Lined Canal along Rang-ay-Lamba Road,Banga,CY 2017 20% LDF,21.96,20.01,1.95,1515778.02,70,9/24/17,4/21/18,,MJ Dauz,DAVAO SANTHONY BUILDERS CORP.,On going,2018-02-01,February,2018,
2018-02-01,"Renovation-Repair of Training Center @ Provincial Scion Grove, Nursery & Demo Farm",Banga,CY 2017 20% LDF,59.92,100,-40.08,1761935.91,100,11/5/17,2/12/18,,MJ Dauz,TRIPLE Z MDSG. & ELECTRICAL SERVICES,On-going,2018-02-01,February,2018,
2018-02-01,"Inst. Of Lined Canal along Banga-Lamba Road, Brgy. Benitez",Banga,CY 2017 20% LDF,100,100,0,293938.16,50,12/14/17,2/1/18,2/1/18,MJ Dauz,ROCKSTONE CONST. SERVICES & SUPPLY,Completed,2018-02-01,February,2018,
2018-02-01,Additional Installation of Slope Protection along Liwanay-Kusan Road,Banga,CY 2017 20% LDF,100,100,0,474124.16,45,12/14/17,2/16/18,2/16/18,MJ Dauz,ROCKSTONE CONST. SERVICES & SUPPLY,Competed,2018-02-01,February,2018,
2018-02-01,Repair of Lined Canal & Inst. Of Drop Structure @ Sitio Lambukay,Banga,CY 2017 20% LDF,0,11.2,-11.2,2205000,120,1/2/18,5/1/18,,MJ Dauz,FREDEN CONSTRUCTION,Project suspended due to quarry negotiations,2018-02-01,February,2018,
2018-02-01,Concreting of Lambingi-Lampari Road,Banga,CY 2017 20% LDF,0.3,11.03,-10.73,11988000,140,1/18/18,6/6/18,,MJ Dauz,FREDEN CONSTRUCTION,On-going,2018-02-01,February,2018,
2018-02-01,Const. of Riverbank Protection (Indigenous Materials) & Rechanelling of Waterway @ Brgy. San Miguel,Norala,SEF-212-11.1a,0.53,3.75,-3.22,2692684.72,60,11/1/16,12/30/16,,A SOBREVEGA,ROCKSTONE CONST. SERVICES & SUPPLY,"Suspended as of November 23, 2016 due to water way problem & approval of revised plan",2018-02-01,February,2018,
2018-02-01,Conc. Of Poblacion-Simsiman-Matapol Road,Norala,CY 2015 20% LDF,72.28,88.46,-16.18,11438082.05,230,7/30/17,3/16/18,,A SOBREVEGA,RN BUILDERS & GEN. MDSE.,On-going;,2018-02-01,February,2018,
2018-02-01,Conc. Of Jct. Lopez Jaena-Puti Road,Norala,CY 2017 20% LDF,53.87,53.82,0.05,14992780.22,125,11/8/17,3/12/18,,A SOBREVEGA,RN BUILDERS & GEN. MDSE.,On-going,2018-02-01,February,2018,
2018-02-01,"Completion of Senior Citizen Bldg., Brgy. Kibid",Norala,CY 2017 20% LDF,83.73,98.51,-14.78,134826.72,18,1/22/18,2/8/18,,A SOBREVEGA,ROCKSTONE CONST. SERVICES & SUPPLY,"On going; This project had already expired last February 8, 2018 & Subject to liquidated damages",2018-02-01,February,2018,
2018-02-01,Rehabilitation of NDH Water System,Norala,CY 2017 20% LDF,1.48,78.16,-76.68,375786.23,40,12/21/17,1/29/18,,A SOBREVEGA,ROCKSTONE CONST. SERVICES & SUPPLY,Suspended,2018-02-01,February,2018,
2018-02-01,Renovation of Lapuz Brgy. Hall,Norala,CY 2017 20% LDF,61.19,79.44,-18.25,1319000,60,12/19/17,2/16/18,,A SOBREVEGA,"ISULAN ECT CONST. & GEN. MDSE., INC.",On-going,2018-02-01,February,2018,
2018-02-01,"Const. of 2-Storey Barangay Hall, Brgy. Poblacion",Sto. Niño,CY 2017 20% LDF,100,100,0,2990000,105,11/14/17,2/26/18,2/25/18,ME Dondiego,FREDEN CONSTRUCTION,Completed,2018-02-01,February,2018,
2018-02-01,Const. of Guardrail along Jct. Nhwy.-Guinsang-an Provincial Road (Sitio Sta. Cruz),Sto. Niño,CY 2017 20% LDF,50.61,68.3,-17.69,1370930.04,60,12/20/17,2/17/18,,ME Dondiego,FH GOPITEO CONST. & SUPPLY,On-going,2018-02-01,February,2018,
2018-02-01,"Const. of Stage & Bleacher, Brgy. Plaza, Sajaneba",Sto. Niño,CY 2017 20% LDF,15.47,16.76,-1.29,1994000,120,1/18/18,5/17/18,,ME Dondiego,FREDEN CONSTRUCTION,On-going,2018-02-01,February,2018,
2018-02-01,"Completion of Liga Hall, Municipal hall Cmpd., Pob.",Sto. Niño,CY 2017 20% LDF,61.51,27.11,34.4,991000,75,1/10/18,3/25/18,,K SERVAÑEZ,FREDEN CONSTRUCTION,On-going,2018-02-01,February,2018,
2018-02-01,Construction of Naci Bridge,Surallah,CY 2015 20% LDF,95.75,100,-4.25,24830790.34,345,1/21/16,12/30/16,,MJ Dauz,CS CONSTRUCTION & SUPPLY,On-going; the contractor has committed to finish the project despite the liquidated damages incurred,2018-02-01,February,2018,
2018-02-01,Const. of Municipality of Lake Sebu Landmark @ Brgy. Dajay (Lake Sebu-Surallah Junction Road),Surallah,CY 2016 20% LDF,100,100,0,1170942.72,180,3/13/17,10/20/17,2/20/18,ME Dondiego,TRIPLE Z MDSG. & ELECTRICAL SERVICES,Completed,2018-02-01,February,2018,
2018-02-01,Conc. Of Modon-Upper Sepaka Road,Surallah,CY 2017 20% LDF,59.46,56.64,2.82,9970794.4,110,11/8/17,2/25/18,,ME Dondiego,MFN BUILDERS,On-going,2018-02-01,February,2018,
2018-02-01,"Const. of 2-Storey Barangay Hall, Brgy. Little Baguio",Surallah,CY 2017 20% LDF,16.75,17.35,-0.6,2989004.51,105,1/18/18,5/2/18,,ME Dondiego,NIRVANA CONST. & SUPPLIES,On-going,2018-02-01,February,2018,
2018-02-01,Concreting of Tubi-ala Lambontong Road part. Approaching to Malomboy Bridge,Surallah,CY 2017 20% LDF,5.71,9.37,-3.66,8494519.47,125,1/2/18,5/6/18,,ME Dondiego,HEXAMINDZ CORPORATION,On-going,2018-02-01,February,2018,
2018-02-01,Consreting of Halilan Road,Lake Sebu,CY 2017 20% LDF,4.5,17.17,-12.67,9980267.35,125,1/18/18,5/22/18,,A SOBREVEGA,ROCKSTONE CONST. SERVICES & SUPPLY,On-going,2018-02-01,February,2018,
2018-02-01,Construction of Stage. Brgy. Bacdulong,Lake Sebu,CY 2016 PDRMMF-IP,43.19,53.68,-10.49,911110.26,90,1/11/18,4/10/18,,A SOBREVEGA,KING BUILDERS CONST. & SUPPLY,On-going,2018-02-01,February,2018,
2018-02-01,"Completion Brgy. Hall, Brgy. Seloton",Lake Sebu,CY 2016 PDRMMF-IP,98.51,98.08,0.43,593841.73,50,1/11/18,3/1/18,,A SOBREVEGA,KGD BUILDERS,On-going,2018-02-01,February,2018,
2018-02-01,"Conc. Of Poblacion, T'boli-New Dumangas Road (Phase II)",T'boli,CY 2016 20% LDF,100,100,0,9937973.74,220,4/5/17,2/9/18,2/9/18,MJ Dauz,PASE CONSTRUCTION,Completed,2018-02-01,February,2018,
2018-02-01,Conc. Of New Dumangas Road (Leading to Ressetlement Area),T'boli,CY 2017 20% LDF,58.86,66.75,-7.89,4992486.84,85,11/9/17,2/1/18,,MJ Dauz,ROCKSTONE CONST. SERVICES & SUPPLY,On-going; 40 CD time extension is on process,2018-02-01,February,2018,
2018-02-01,Const. of 2 Units CL School Bldg. w/ Two Seater Attached Toilet (Traan Leteng-T'boli ES Extension),T'boli,SEF-Const. of School Bldg. & Other Facilites,100,100,0,4115802.23,90,11/14/17,2/11/18,2/11/18,MJ Dauz,FH GOPITEO CONST. & SUPPLY,Completed,2018-02-01,February,2018,
2018-02-01,"Const. of Bridge @ New Dumangas, T'boli-Sitio Roxas",T'boli,CY 2016 CONT. APPROP.,51.29,33.68,17.61,24961302.94,265,6/25/17,3/16/18,,ME Dondiego,FREDEN CONSTRUCTION,On-going,2018-02-01,February,2018,
2018-02-01,Conc. Of Road Leading to Bakngeb underground River,T'boli,CY 2017 20% LDF,1.84,22.41,-20.57,4995579.03,80,12/25/17,3/14/18,,MJ Dauz,JAMI CONST. & SUPPLY,On-going,2018-02-01,February,2018,
2018-02-01,Repair of Classroom of Billeting Quarters for SRAA CY 2018 - Cluster I,"Banga, Surallah",CY 2017 20% SEF,80.01,76.71,3.3,2316996.8,25,2/6/18,3/2/18,,K SERVAÑEZ,C.A. BETALAC CONST. & GEN. MDSE.,On-going,2018-02-01,February,2018,
2018-02-01,Repair of Classroom of Billeting Quarters for SRAA CY 2018 - Cluster II,"Tampakan, Tantangan",CY 2017 20% SEF,95.12,82.8,12.32,1234885.74,25,2/8/18,3/4/18,,Z TUMALA,MFN BUILDERS,On-going,2018-02-01,February,2018,
2018-03-01,Const. of Day Care Center @ Brgy. Magsaysay,Polomolok,CY 2017 20% LDF,98.6,100,-1.4,1192955.89,60,11/1/17,1/19/18,,E SOLATORIO,JAMI CONST. & SUPPLY,On-going,2018-03-01,March,2018,
2018-03-01,"Const. of 2-Storey Barangay Hall, Brgy. Upper Klinan",Polomolok,CY 2017 20% LDF,90.14,97.77,-7.63,2988998.84,105,11/14/17,2/26/18,,E SOLATORIO,"UNIFIED WORKERS CONST. & DEVELOPMENT MPC, INC.",On-going;,2018-03-01,March,2018,
2018-03-01,Conc. of Jct. Nhwy. Crossing Palkan-Palkan Road,Polomolok,CY 2017 20% LDF,100,100,0,9965162.92,130,9/24/17,1/31/18,3/7/18,A. DEMETILLO,DUMALAG SURVEYING & ENG'G. SERVICES,Completed,2018-03-01,March,2018,
2018-03-01,Construction of Lined Canal Along Upper Klinan - Cannery Rd,Polomolok,CY 2017 CONST. APPROP.,34.01,11.42,22.59,4434321.22,195,1/23/18,8/5/18,,CJ HICBAN,"UNIFIED WORKERS CONST. & DEVELOPMENT MPC, INC.",On-going,2018-03-01,March,2018,
2018-03-01,"Completion of Barangay Hall, Brgy. Crossing Palkan",Polomolok,"1011-STAFF-999.26 BRGY. FACILITIES, CONST & IMPRV'T. PROG.",100,100,0,591165.69,50,1/11/18,3/1/18,3/1/18,A. DEMETILLO,HVC SAGITTARIUS COMMERCIAL & CONST.,Completed,2018-03-01,March,2018,
2018-03-01,Construction of Sitio El Nama Bridge,Tupi,CY 2016 CONT APPROP. #182-GF,77.87,100,-22.13,4904647.08,220,6/12/16,1/17/17,,A. DEMETILLO,CS CONSTRUCTION & SUPPLY,On-going,2018-03-01,March,2018,
2018-03-01,Inst. Of Lined Canal along Jct. Nhwy.-Kablon Road,Tupi,CY 2017 20% LDF,100,100,0,1272371.4,90,12/19/17,3/18/18,3/18/18,A DEMETILLO,"UNIFIED WORKERS CONST. & DEVELOPMENT MPC, INC.",Completed,2018-03-01,March,2018,
2018-03-01,"Const. of 2-Storey Barangay Hall, Brgy. Kablon",Tupi,CY 2017 20% LDF,40.01,44.7,-4.69,2980507.19,105,1/18/18,5/2/18,,A DEMETILLO,FREDEN CONSTRUCTION,On-going,2018-03-01,March,2018,
2018-03-01,"Const. of Facilites in Evacuation Centers (Const. of Comfort Room & Kitchen), Lunen ES",Tupi,CY 2017 CONT. APPROP.-CAL #34,88.03,85.65,2.38,1545000,75,1/18/18,4/2/18,,A DEMETILLO,FREDEN CONSTRUCTION,On-going,2018-03-01,March,2018,
2018-03-01,Const. of Stage @ Brgy. Tubeng,Tupi,CY 2017 20% LDF,89.14,96.46,-7.32,915350.06,90,1/11/18,4/10/18,,A DEMETILLO,HVC SAGITTARIUS COMMERCIAL & CONST.,On-going,2018-03-01,March,2018,
2018-03-01,Inst. Of Lined Canal along Jct. Nhwy.-Cebuano Prov'l. Rd.,Tupi,9999-Non-Office 5% CF,93.99,98.39,-4.4,1487915.68,70,1/18/18,3/28/18,,A DEMETILLO,KING BUILDERS CONST. & SUPPLY,On-going,2018-03-01,March,2018,
2018-03-01,"Const. of Day Care Center, Tupi Relocation, Brgy. Pob.",Tupi,CY 2017 20% LDF,84.5,89.09,-4.59,1192742.58,60,1/4/18,3/4/18,,A DEMETILLO,HVC SAGITTARIUS COMMERCIAL & CONST.,On-going,2018-03-01,March,2018,
2018-03-01,Upgrading of Cacub to Palo 19 Road,Koronadal-Tampakan,CY 2016CONT. APPROP. #194-GF,58.21,78.66,-20.45,9769932.04,180,7/26/16,6/27/17,,CJ HICBAN,KING BUILDERS CONST. & SUPPLY,Suspended as of June 16 due to unpassable road condition before the beginning of project,2018-03-01,March,2018,
2018-03-01,"Refurbishing & Improvement of Provincial Pre-Audit Div. Office, Finance Bldg.",Koronadal City,CY 2016 CONST. APPROP. #228-GF,58.24,51.99,6.25,1041997.26,90,11/22/16,2/19/17,,E SOLATORIO,KING BUILDERS CONST. & SUPPLY,On-going,2018-03-01,March,2018,
2018-03-01,"Const. of Bukang Liwayway Bridge/Riverbank Protection, Prk. Artesian, Brgy. San Roque ",Koronadal City,CY 2016 20% LDF,31.93,34.18,-2.25,15950503.14,320,12/5/16,12/23/17,,E SOLATORIO,REYDAN BUILDERS,"Suspended as of September 13, 2017 due to new waterway (under negotiation)",2018-03-01,March,2018,
2018-03-01,Const. of Box Culvert @ Brgy. Saravia,Koronadal City,9999-Non-Office 5% CF,82.21,96.33,-14.12,2939820.87,125,11/30/17,4/3/18,,E SOLATORIO,HVC SAGITTARIUS COMMERCIAL & CONST.,On-going,2018-03-01,March,2018,
2018-03-01,Const. of Water System @ PEO Compound,Koronadal City,PEO 8751-SB#1,85.3,100,-14.7,1916254.64,100,11/5/17,2/11/18,,E SOLATORIO,TRIPLE Z MDSG. & ELECTRICAL SERVICES,On-going;,2018-03-01,March,2018,
2018-03-01,Replacement of SCGCC Roofing @ South Cotabato Gymnasium @ Cultural Center,Koronadal City,1011-SCGCC-SB#1,81.75,100,-18.25,5974714.75,90,11/8/17,2/5/18,,E SOLATORIO,TRIPLE Z MDSG. & ELECTRICAL SERVICES,On-going;,2018-03-01,March,2018,
2018-03-01,"Furniture & Fixtures Fabrication of Deck-Type Beds for Female Inmates, South Cotabato Detention & Rehab. Center",Koronadal City,1012-SCRDC-1-07-07-010-SB#1,95.04,84.73,10.31,993495.69,45,1/10/18,2/23/18,,E SOLATORIO,PASE CONSTRUCTION,"Febr. 16, 2018, suspension is on process due to type beds been assembled inside the female inmates building but the bldg was still on going construction.",2018-03-01,March,2018,
2018-03-01,Fabrication & Inst. Of Rice Steamer,Koronadal City,1012-SCRDC-1-07-04-990,100,75.8,24.2,886672.15,60,1/11/18,3/11/18,2/28/18,E SOLATORIO,FH GOPITEO CONST. & SUPPLY,Completed,2018-03-01,March,2018,
2018-03-01,Improvement of Electrical Facilities & Provision of power House @ Finance Bldg.,Koronadal City,1011-STAFF-999.32-IMPROV'T. OF BLDG. & ELECTRICAL FACILITIES,21.47,53.45,-31.98,5429158.31,90,1/22/18,4/21/18,,E SOLATORIO,ROCKSTONE CONST. SERVICES & SUPPLY,On-going,2018-03-01,March,2018,
2018-03-01,"Const. of SCRDC Addt'l. Bldg. for Female Inmates, Brgy. GPS",Koronadal City,CY 2017 CONT. APPROP.,90.8,100,-9.2,3994980.5,165,7/16/17,12/27/17,,CJ HICBAN,FREDEN CONSTRUCTION,"On-going; No activity since March 10 to 26, 2018",2018-03-01,March,2018,
2018-03-01,Conc. Of Nhwy. to Brgy. Concepcion,Koronadal City,CY 2017 20% LDF,69.94,100,-30.06,5919451.68,75,11/28/17,2/10/18,,CJ HICBAN,BETTER WORK CONSTRUCTION,"On-going;Contract expires last March 17, 2018",2018-03-01,March,2018,
2018-03-01,Conc. Of San Jose-Columbio Brgy. Road,Koronadal City,CY 2017 CONST. APPROP. #198-GF,87.44,58.74,28.7,4993000,80,11/30/17,2/18/18,,CJ HICBAN,FREDEN CONSTRUCTION,On-going,2018-03-01,March,2018,
2018-03-01,"Const. of Materials Testing Quality Control Div. Bldg., PEO Compound",Koronadal City,PEO 8751-SB#1-P/P-999.2-CMTQCDB,67.09,86.03,-18.94,1690372.86,70,1/18/18,3/28/18,,Z TUMALA,MEGALINE BUILDERS & SUPPLY,"Suspeded as of march 20,2018 due to variation no.1",2018-03-01,March,2018,
2018-03-01,Const. of Senior Citizen Bldg. @ New Lambunao,Tantangan,CY 2017 20% LDF,100,100,0,1491447.02,90,1/11/18,4/17/18,3/23/18,Z TUMALA,C.A. BETALAC CONST. & GEN. MDSE.,Completed,2018-03-01,March,2018,
2018-03-01,Concreting of Jct. Nhwy. New Ilo-ilo-Libas Road,Tantangan,CY 2017 20% LDF,97.6,99.14,-1.54,14928976.74,150,9/14/17,3/27/18,,A BARRIENTOS,FREDEN CONSTRUCTION,On-going,2018-03-01,March,2018,
2018-03-01,"Fencing of APP Center @ PVET, Brgy. Tinongcop",Tantangan,CY 2017 20% LDF,56.31,66.3,-9.99,4994185.24,90,12/20/17,3/19/18,,A BARRIENTOS,FH GOPITEO CONST. & SUPPLY,Suspended due to relocation of boundaries,2018-03-01,March,2018,
2018-03-01,Rehabilitation of Albagan Road,Tampakan,,49.37,50.64,-1.27,5986721.47,100,9/26/17,2/2/18,,A BARRIENTOS,JAMI CONST. & SUPPLY,"Project suspended as of Jan. 15, 2017, due to unpassable road before project site.",2018-03-01,March,2018,
2018-03-01,Const. of Albagan Gym with Stage,Tampakan,CY 2017 20% LDF,62.09,75.19,-13.1,4033389.66,140,11/28/17,4/16/18,,A BARRIENTOS,JAMI CONST. & SUPPLY,On-going; Time extension is on process.,2018-03-01,March,2018,
2018-03-01,"Const. of Salway Box Culvert, Brgy. Tablu",Tampakan,9999-Non-Office 5% CF,16.17,29.56,-13.39,2987473.44,90,12/26/17,3/25/18,,A BARRIENTOS,MFN BUILDERS,On-going; Time extension is on process.,2018-03-01,March,2018,
2018-03-01,"Const. of Day Care Center, Brgy. Poblacion",Tampakan,CY 2017 20% LDF,64.01,100,-35.99,1190000,60,12/19/17,2/16/18,,A BARRIENTOS,"ISULAN ECT CONST. & GEN. MDSE., INC.",On-going,2018-03-01,March,2018,
2018-03-01,"Improvement of Facilities @ Provincial Scion Grove, Nursery & Demo Farm: Const. of 800m Perimeter",Banga,CY 2017 20% LDF,95.75,100,-4.25,4935544.56,150,8/29/17,1/25/18,,MJ Dauz,TRIPLE Z MDSG. & ELECTRICAL SERVICES,On-going,2018-03-01,March,2018,
2018-03-01,"Establishment of Greenhouse for Organic Vegetables Production @ Provincial Grove, Nursery & Demo Farm, Sitio Pedregosa, Brgy. Reyes",Banga,CY 2017 20% LDF 8.7.1.2,77.05,100,-22.95,264308.97,40,9/28/17,11/6/17,,MJ Dauz,TRIPLE Z MDSG. & ELECTRICAL SERVICES,On-going,2018-03-01,March,2018,
2018-03-01,"Establishment of Nursery for Organic Vegetables Production @ Provincial Grove, Nursery & Demo Farm, Sitio Pedregosa, Brgy. Reyes",Banga,CY 2017 20% LDF 8.7.1.1,75.58,100,-24.42,288485.65,40,9/28/17,11/6/17,,MJ Dauz,TRIPLE Z MDSG. & ELECTRICAL SERVICES,On-going,2018-03-01,March,2018,
2018-03-01,Inst. Of Lined Canal along Rang-ay-Lamba Road,Banga,CY 2017 20% LDF,56.89,65.57,-8.68,1515778.02,70,9/24/17,4/21/18,,MJ Dauz,DAVAO SANTHONY BUILDERS CORP.,On going,2018-03-01,March,2018,
2018-03-01,"Renovation-Repair of Training Center @ Provincial Scion Grove, Nursery & Demo Farm",Banga,CY 2017 20% LDF,82.98,100,-17.02,1761935.91,100,11/5/17,2/12/18,,MJ Dauz,TRIPLE Z MDSG. & ELECTRICAL SERVICES,On-going,2018-03-01,March,2018,
2018-03-01,Repair of Lined Canal & Inst. Of Drop Structure @ Sitio Lambukay,Banga,CY 2017 20% LDF,0,11.2,-11.2,2205000,120,1/2/18,5/1/18,,MJ Dauz,FREDEN CONSTRUCTION,Project suspended due to quarry negotiations,2018-03-01,March,2018,
2018-03-01,Concreting of Lambingi-Lampari Road,Banga,CY 2017 20% LDF,3.34,15.45,-12.11,11988000,140,1/18/18,6/6/18,,MJ Dauz,FREDEN CONSTRUCTION,On-going,2018-03-01,March,2018,
2018-03-01,Const. of Riverbank Protection (Indigenous Materials) & Rechanelling of Waterway @ Brgy. San Miguel,Norala,SEF-212-11.1a,0.53,3.75,-3.22,2692684.72,60,11/1/16,12/30/16,,A SOBREVEGA,ROCKSTONE CONST. SERVICES & SUPPLY,"This project is still suspended as of November 23, 2016 due to water way problem & revision of plans.",2018-03-01,March,2018,
2018-03-01,Conc. Of Poblacion-Simsiman-Matapol Road,Norala,CY 2015 20% LDF,80.22,100,-19.78,11438082.05,230,7/30/17,3/16/18,,A SOBREVEGA,RN BUILDERS & GEN. MDSE.,Variation order & Time extension is on process,2018-03-01,March,2018,
2018-03-01,Conc. Of Jct. Lopez Jaena-Puti Road,Norala,CY 2017 20% LDF,70.74,78.21,-7.47,14992780.22,125,11/8/17,3/12/18,,A SOBREVEGA,RN BUILDERS & GEN. MDSE.,On-going,2018-03-01,March,2018,
2018-03-01,"Completion of Senior Citizen Bldg., Brgy. Kibid",Norala,CY 2017 20% LDF,100,100,0,134826.72,18,1/22/18,2/8/18,3/5/18,A SOBREVEGA,ROCKSTONE CONST. SERVICES & SUPPLY,Completed,2018-03-01,March,2018,
2018-03-01,Rehabilitation of NDH Water System,Norala,CY 2017 20% LDF,1.48,19.19,-17.71,375786.23,40,12/21/17,1/29/18,,A SOBREVEGA,ROCKSTONE CONST. SERVICES & SUPPLY,"Suspended as of January 9, 2018 due to revision of plan approved  original plan is not suitable on site.",2018-03-01,March,2018,
2018-03-01,Renovation of Lapuz Brgy. Hall,Norala,CY 2017 20% LDF,73.76,100,-26.24,1319000,60,12/19/17,2/16/18,,A SOBREVEGA,"ISULAN ECT CONST. & GEN. MDSE., INC.","This project was already expired last March 9, 2018; Subject for liquidated damages",2018-03-01,March,2018,
2018-03-01,Const. of Guardrail along Jct. Nhwy.-Guinsang-an Provincial Road (Sitio Sta. Cruz),Sto. Niño,CY 2017 20% LDF,100,100,0,1370930.04,60,12/20/17,2/17/18,3/9/18,ME Dondiego,FH GOPITEO CONST. & SUPPLY,Completed,2018-03-01,March,2018,
2018-03-01,"Const. of Stage & Bleacher, Brgy. Plaza, Sajaneba",Sto. Niño,CY 2017 20% LDF,68.01,29.82,38.19,1994000,120,1/18/18,5/17/18,,ME Dondiego,FREDEN CONSTRUCTION,On-going,2018-03-01,March,2018,
2018-03-01,"Completion of Liga Hall, Municipal hall Cmpd., Pob.",Sto. Niño,CY 2017 20% LDF,100,100,0,991000,75,1/10/18,3/25/18,,K SERVAÑEZ,FREDEN CONSTRUCTION,Completed,2018-03-01,March,2018,
2018-03-01,Construction of Naci Bridge,Surallah,CY 2015 20% LDF,95.75,100,-4.25,24830790.34,345,1/21/16,12/30/16,,MJ Dauz,CS CONSTRUCTION & SUPPLY,On-going; the contractor has committed to finish the project despite the liquidated damages incurred,2018-03-01,March,2018,
2018-03-01,Conc. Of Modon-Upper Sepaka Road,Surallah,CY 2017 20% LDF,87.99,89.57,-1.58,9970794.4,110,11/8/17,2/25/18,,ME Dondiego,MFN BUILDERS,On-going,2018-03-01,March,2018,
2018-03-01,"Const. of 2-Storey Barangay Hall, Brgy. Little Baguio",Surallah,CY 2017 20% LDF,29.36,39.89,-10.53,2989004.51,105,1/18/18,5/2/18,,ME Dondiego,NIRVANA CONST. & SUPPLIES,On-going,2018-03-01,March,2018,
2018-03-01,Concreting of Tubi-ala Lambontong Road part. Approaching to Malomboy Bridge,Surallah,CY 2017 20% LDF,14.5,31.66,-17.16,8494519.47,125,1/2/18,5/6/18,,ME Dondiego,HEXAMINDZ CORPORATION,On-going,2018-03-01,March,2018,
2018-03-01,Consreting of Halilan Road,Lake Sebu,CY 2017 20% LDF,30.59,50.44,-19.85,9980267.35,125,1/18/18,5/22/18,,A SOBREVEGA,ROCKSTONE CONST. SERVICES & SUPPLY,On-going,2018-03-01,March,2018,
